,sitemap_id,headline,sources,category,new_category
6270,3871368,Upacara Penyerahan Pataka: Estafet Leadership Kepemimpinan BNN RI,TVONENEWS,news,Politik
6271,3871369,"Debat Capres 2024 di KPU, Prabowo Paparkan Visi dan Misi Produk Hukum Paling Atas Ditangani",TVONENEWS,news,Politik
6272,3871370,"Sejak Muda, Prabowo Pertaruhkan Nyawa Bela Demokrasi, Hukum, dan HAM",TVONENEWS,news,Politik
6273,3871371,"Prabowo: Kita Tidak Perlu Saling Menghasut, Rakyat Butuh Kesejukan",TVONENEWS,news,Politik
6274,3871372,"Skakmat! Anies Singgung Gibran yang Jadi Cawapres dan Harun Ar-Rasyid, Pendukung Prabowo yang Tewas Usai Protes Hasil Pemilu",TVONENEWS,news,Politik
6275,3871373,"Didampingi Ayah dari Harun Al Rasyid, Pendukung Prabowo yang Tewas Saat Protes Hasil Pemilu 2019, Anies Baswedan Tuntut Kejelasan Kasusnya",TVONENEWS,news,Politik
6276,3871374,"Ditanya soal Program Strategis untuk Tingkatkan Pelayanan Publik yang Berkeadilan, Ganjar: Kebetulan Saya Sudah 10 Tahun Menangani Ini",TVONENEWS,news,Politik
6277,3871375,Prabowo Akui Rumit Selesaikan Kasus HAM di Papua Karena Ada Campur Tangan Asing,TVONENEWS,news,Politik
6278,3871376,Ganjar Tanggapi Jawaban Prabowo soal Masalah HAM di Papua: Rasanya Tidak Cukup Pak,TVONENEWS,news,Politik
6279,3871377,Anies Senggol Gibran saat Debat Pilpres: Banyak Anak Muda Ingin Jadi Pemimpin Tapi Termarjinalkan,TVONENEWS,news,Politik
6280,3871378,Momen Prabowo Dicegat 'Orba' Sebelum Debat Capres di KPU,TVONENEWS,news,Politik
6281,3871379,"Debat Capres, Ganjar: Kami Mulai Kampanye dari Sabang Sampai Merauke, Ingin Tahu Langsung Apa yang Dirasakan Rakyat",TVONENEWS,news,Politik
6282,3871380,PNM Terbangkan Karyawan Berprestasi ke Wisata Religi Vatikan Sebagai Apresiasi,TVONENEWS,news,Gaya Hidup
6283,3871381,Putra Bungsu Mahfud MD untuk Pertama Kalinya Muncul ke Publik,TVONENEWS,news,Politik
6284,3871382,"Prabowo Janji Perbaiki Layanan Pemerintahan, Perlindungan Terhadap Semua Kelompok, dan Berantas Korupsi Sampai Akarnya",TVONENEWS,news,Politik
6285,3871383,Pj Gubernur Sumsel di Dubai Presentasi Keberhasilan Penanganan Karhutla pada Rangkaian Kegiatan COP28 UAE,TVONENEWS,news,Lingkungan
6286,3910386,BIRD,IDXCHANNEL,news,Teknologi
6287,3871386,Nusron Wahid Diberhentikan dari Jabatan Ketua PBNU,TVONENEWS,news,Politik
6288,3871387,Yusril dan Budiman Sudjatmiko Jadi Teman Diskusi Prabowo untuk Debat Perdana Pilpres 2024,TVONENEWS,news,Politik
6289,3871408,Buntut Boikot? Puma Angkat Kaki Sebagai Sponsor Timnas Israel,TVONENEWS,news,Olahraga
6290,3871388,UNHCR Dukung Polisi Ungkap Dugaan Penyelundupan Rohingya di Aceh,TVONENEWS,news,Politik
6291,3871389,"Hakordia 2023, Ketua KPK Sebut Indeks Persepsi Korupsi Stagnan 1 Dekade Terakhir",TVONENEWS,news,Politik
6292,3871390,Anies Baswedan dan Cak Imin Datang Telat ke Giat Debat Capres,TVONENEWS,news,Politik
6293,3871391,"Pegiat HAM Minta Isu HAM di Masa Lalu Dibahas dalam Debat, Jubir AMIN: Kita Enggak Punya Beban",TVONENEWS,news,Politik
6294,3871392,"Tema Debat Hari Pertama soal HAM, Gerindra: Prabowo Tak Takut Isunya Tiap Pilpres Diputar",TVONENEWS,news,Politik
6295,3871393,"Dipenjara Sejak 2022, Eks Wakil Ketua DPR Azis Syamsuddin Ternyata Sudah Bebas pada 18 Agustus Lalu",TVONENEWS,news,Politik
6296,3871394,"Terungkap Motif Pelaku Aniaya Balita di Condet Hingga Patah Tulang Leher, Polisi: Terganggu Saat Akan Berhubungan Intim!",TVONENEWS,news,Kriminal
6297,3871395,UMKM Indonesia Akan Dapatkan Kemudahan Imbas Kolaborasi TikTok-Tokopedia,TVONENEWS,news,Ekonomi/Bisnis
6298,3871396,Lihat Nih Gaya Kompak Prabowo Gibran saat Menuju KPU untuk Debat Perdana Pilpres 2024,TVONENEWS,news,Politik
6299,3871397,"Berawal Dari Keresahan, Zarry Hendrik dan Para Konten Kreator Buat Gerakan Kreator Indonesia Maju Dukung Prabowo-Gibran",TVONENEWS,news,Politik
6301,3871399,Ratusan Pencari Kerja Serbu Job Fair SMK Muhammadiyah Gamping Sleman,TVONENEWS,news,Pendidikan
6302,3871400,"Ditabrak Penerobos Traffic Light di Milo Semarang, Seorang Pemotor Meninggal Dunia",TVONENEWS,news,Kriminal
6303,3871401,Warga Rowosari Tengah Semarang Desak Satpol PP Bongkar Tembok Ilegal Perumahan yang Tutup Akses Jalan,TVONENEWS,news,Lingkungan
6304,3871402,"Kapal Nelayan Kluwut Brebes Ludes Terbakar, Kerugian Ditaksir Mencapai 2 Miliar Rupiah",TVONENEWS,news,Ekonomi/Bisnis
6305,3871403,"Gadaikan Motor untuk Bayar Hutang, Pemuda di Blora Buat Laporan Palsu Mengaku Korban Begal",TVONENEWS,news,Kriminal
6306,3871404,"Ada Masalah Kejiwaan, Pelaku Perusakan Mobil Dinas KPU Kota Semarang Tidak Ditahan",TVONENEWS,news,Politik
6307,3871405,"Curi Emas dan Uang Ratusan Juta, Oknum Polisi Papua Barat Ditangkap Saat Nongkrong di Makassar",TVONENEWS,news,Kriminal
6308,3872081,"Prabowo: Saya pertaruhkan nyawa untuk bela demokrasi, hukum, dan HAM",ANTARANEWS,ANTARA News,Politik
6309,3871406,"Gaspoll Bro Banten Komitmen Menangkan Prabowo-Gibran Satu Putaran, Begini Strateginya...",TVONENEWS,news,Politik
6310,3871407,MU Hampir Dipastikan Lepas Pemain Ini di Bursa Transfer Januari,TVONENEWS,news,Olahraga
6311,3871409,Ancelotti Ingin Real Madrid Tutup Babak Penyisihan Grup Liga Champions dengan Sempurna,TVONENEWS,news,Olahraga
6312,3871410,Ronaldo Belum Puas Meski Sudah Cetak 50 Gol di 2023,TVONENEWS,news,Olahraga
6313,3871411,"Jika Sosok Ini Mau Dinaturalisasi Timnas Indonesia, Shin tae-yong Beri Jaminan Tempat Utama, 3 Pemain Langsung Tersingkir",TVONENEWS,news,Olahraga
6314,3871412,"Wasit Dipukuli di Liga Sepak Bola Turki, Presiden Erdogan Angkat Bicara",TVONENEWS,news,Olahraga
6315,3871413,Menpora Dito Ariotedjo Ingatkan Pentingnya Manajemen Risiko Imbas Balapan Maut di Paser,TVONENEWS,news,Lainnya
6316,3871414,"Lawan Kunlavut Vitidsarn, Jonatan Christie Siap Hadapi Tekanan di BWF World Tour Finals 2023",TVONENEWS,news,Olahraga
6317,3871415,"Gagal Dalam Voting, Atlet Voli Indonesia Megawati Hangestri Tetap Masuk Skuad All Star V-League",TVONENEWS,news,Olahraga
6318,3871416,"Walau Mata Sudah 5 Watt, Pesan dr Zaidul Akbar Rutinkan Minum Resep Ini Sebelum Tidur, Bangun Pagi Tubuh Terasa Bugar",TVONENEWS,news,Kesehatan
6319,3871417,"Revolusi Ekonomi, Gaya Baru E-Commerce Imbas Digitalisasi",WARTAEKONOMI,news,Ekonomi/Bisnis
6320,3871418,"Hadir di IDD, Perusahaan Interior Ini Usung Konsep Keindahan dan Kenyamanan",WARTAEKONOMI,news,Teknologi
6321,3871419,"Pijar Foundation  Gelar The Futurist Summit 2023, Hadirkan  Kolaborasi Ribuan Pemain untuk Wujudkan Visi Indonesia 2045",WARTAEKONOMI,news,Ekonomi/Bisnis
6322,3871420,"Lewat Varian Premium, Tecno Siap Kuatkan Ekosistemnya di Indonesia",WARTAEKONOMI,news,Ekonomi/Bisnis
6323,3871421,Antam Sudah Siapkan Strategi untuk Hadapi PKPU Crazy Rich Surabaya,WARTAEKONOMI,news,Politik
6324,3871422,Pendiri Warteg Kharisma Bahari Mendukung Pimilu 2024 Damai dan Adem,WARTAEKONOMI,news,Politik
6325,3871423,"Debat Perdana Capres, Anies Baswedan Singgung Cawapres Milenial: Kenyataannya Hukum Itu Bengkok",WARTAEKONOMI,news,Politik
6326,3871424,"Peduli Anak, Danone Indonesia Gelar Jambore Kader Posyandu",WARTAEKONOMI,news,Sains
6327,3871425,Timnas AMIN Yakin Bisa Gaet Undecided Voters Lewat Gelaran Debat Perdana Capres Malam Ini,WARTAEKONOMI,news,Politik
6328,3871426,"Lawan Ganjar-Prabowo, Anies Diyakini Telah Kuasai Semua Materi",WARTAEKONOMI,news,Politik
6329,3871427,"BPJS Ketenagakerjaan Melakukan Edukasi dan Sosialisasi di Pasar Karbela, Kerja Keras Bebas Cemas",WARTAEKONOMI,news,Kesehatan
6331,3871428,Sspace Gandeng IAC untuk Berikan Edukasi ke Masyarakat Soal HIV AIDS,WARTAEKONOMI,news,Kesehatan
6332,3871429,AEON Mall Deltamas Hadirkan Komplek SPKLU Ultra-Fast Charging Pertama di Indonesia,WARTAEKONOMI,news,Teknologi
6333,3871453,"Sukses Meroket, IHSG Hari Ini Berakhir di Level 7.125,30",WARTAEKONOMI,news,Ekonomi/Bisnis
6334,3871430,"Ganjar-Prabowo Harus Waspada, Anies Akan Beri Kejutan Saat Debat Capres!",WARTAEKONOMI,news,Politik
6335,3871431,Gen Z dan Milenial Bisa Kantongi Ratusan Juta dengan Hilirisasi,WARTAEKONOMI,news,Ekonomi/Bisnis
6336,3871432,"Gak Punya Beban,  Anies Baswedan Ringan Masuk Debat Capres",WARTAEKONOMI,news,Politik
6337,3871433,"Debat Capres, Ganjar Diwanti-wanti Megawati: Bicara dengan Mata Hati...",WARTAEKONOMI,news,Politik
6338,3871434,TKN Minta Pendukung Paslon Tak Buat Masyarakat Terpecah,WARTAEKONOMI,news,Politik
6339,3871435,"Siap Hadapi Debat, Ini Sejumlah Gagasan Anies-Cak Imin",WARTAEKONOMI,news,Politik
6340,3871436,"Kaesang, PSI, dan Transformasi Infrastruktur Pendidikan di Daerah Tertinggal: Langkah-Langkah Kritis",WARTAEKONOMI,news,Pendidikan
6341,3871437,Pembangunan PLTA Kayan Cascade Diyakini Bakal Meningkatkan Perekonomian Masyarakat,WARTAEKONOMI,news,Lingkungan
6342,3871438,Tantangan Kaesang dan PSI: Mendorong Keberlanjutan Pasar Tradisional dalam Era Modernisasi,WARTAEKONOMI,news,Ekonomi/Bisnis
6343,3871439,"Jago Public Speaking, Anies Baswedan Terlihat Akan Kantongi Swing Voters",WARTAEKONOMI,news,Politik
6344,3871440,Hakim Tolak Gugatan Perusahaan Asal Norwegia ke  Humpuss Intermoda Transportasi,WARTAEKONOMI,news,Ekonomi/Bisnis
6345,3871441,Mensos Salurkan Bantuan untuk Korban Banjir di Kabupaten Ketapang,WARTAEKONOMI,news,Lingkungan
6346,3871442,"Siap Kuasai Riau, Relawan Anies Baswedan: 60%, Satu Putaran!",WARTAEKONOMI,news,Politik
6347,3871443,"Kehendaki Perubahan, Riau Menunggu Kedatangan Anies Baswedan",WARTAEKONOMI,news,Politik
6348,3871444,Ini Keuntungan Hilirisasi Baterai Listrik,WARTAEKONOMI,news,Teknologi
6349,3871445,PNM Terbangkan Karyawan Berprestasi ke Wisata Religi Vatikan Sebagai Apresiasi,WARTAEKONOMI,news,Politik
6350,3871446,"Di Atas Angin, Muhammadiyah Riau Dukung AMIN",WARTAEKONOMI,news,Politik
6351,3871447,"Debat Bermodalkan Rekam Jejak, Anies Baswedan Dinilai Akan Menangkan Hati Rakyat",WARTAEKONOMI,news,Politik
6352,3871448,"Kaget Didatangi Menteri Perdagangan, UMKM Ini Cerita Kisahnya Sukses Ekspor",WARTAEKONOMI,news,Ekonomi/Bisnis
6353,3871449,"Bank Neo Memimpin, Cek Deretan Saham Top Gainers Hari Ini!",WARTAEKONOMI,news,Ekonomi/Bisnis
6354,3871450,"Full Optimisme Hadapi Debat Capres, Kubu Anies: Biar Rakyat Menilai...",WARTAEKONOMI,news,Politik
6355,3871583,Janji Ganjar: Koruptor Bawa ke Nusa Kambangan,CNBC,news,Politik
6356,3871451,UMKM Indonesia Akan Dapatkan Kemudahan Imbas Kolaborasi TikTok-Tokopedia,WARTAEKONOMI,news,Ekonomi/Bisnis
6357,3871452,"Cetak Penjualan Tertinggi, Depo Bangunan Bakal Terus Lakukan Ekspansi",WARTAEKONOMI,news,Ekonomi/Bisnis
6358,3871454,"Kampanye Ramah Lingkungan, PLN Electric Run 2023 Berhasil Kurangi Emisi 11.880 Kg CO2",WARTAEKONOMI,news,Lingkungan
6359,3871455,Hasil Survei Litbang Kompas: Elektabilitas Gibran Semakin Kuat Meninggalkan Muhaimin & Mahfud MD,WARTAEKONOMI,news,Politik
6360,3871456,DCI Berkomitmen Melanjutkan Kontribusi Terhadap Kemajuan Industri Pusat Data Indonesia,WARTAEKONOMI,news,Teknologi
6361,3871457,Keluarga Pondasi Awal Budaya Literasi di Era Digital,WARTAEKONOMI,news,Pendidikan
6362,3871458,"Lawan Ganjar-Prabowo, Anies Diyakini Telah Kuasai Semua Materi",WARTAEKONOMI,news,Politik
6363,3871459,"Ganjar-Prabowo Harus Waspada, Anies Akan Beri Kejutan Saat Debat Capres!",WARTAEKONOMI,news,Politik
6364,3871460,"Gak Punya Beban,  Anies Baswedan Ringan Masuk Debat Capres",WARTAEKONOMI,news,Politik
6365,3871461,"Debat Capres, Ganjar Diwanti-wanti Megawati: Bicara dengan Mata Hati...",WARTAEKONOMI,news,Politik
6366,3871462,TKN Minta Pendukung Paslon Tak Buat Masyarakat Terpecah,WARTAEKONOMI,news,Politik
6367,3871463,"Siap Hadapi Debat, Ini Sejumlah Gagasan Anies-Cak Imin",WARTAEKONOMI,news,Politik
6368,3871464,"Kaesang, PSI, dan Transformasi Infrastruktur Pendidikan di Daerah Tertinggal: Langkah-Langkah Kritis",WARTAEKONOMI,news,Pendidikan
6369,3871465,Tantangan Kaesang dan PSI: Mendorong Keberlanjutan Pasar Tradisional dalam Era Modernisasi,WARTAEKONOMI,news,Lingkungan
6370,3871466,"Jago Public Speaking, Anies Baswedan Terlihat Akan Kantongi Swing Voters",WARTAEKONOMI,news,Politik
6371,3871467,"Siap Kuasai Riau, Relawan Anies Baswedan: 60%, Satu Putaran!",WARTAEKONOMI,news,Politik
6372,3871468,"Kehendaki Perubahan, Riau Menunggu Kedatangan Anies Baswedan",WARTAEKONOMI,news,Politik
6373,3871469,"Di Atas Angin, Muhammadiyah Riau Dukung AMIN",WARTAEKONOMI,news,Lainnya
6374,3871470,"Debat Bermodalkan Rekam Jejak, Anies Baswedan Dinilai Akan Menangkan Hati Rakyat",WARTAEKONOMI,news,Politik
6375,3871471,"Full Optimisme Hadapi Debat Capres, Kubu Anies: Biar Rakyat Menilai...",WARTAEKONOMI,news,Politik
6376,3871472,Hasil Survei Litbang Kompas: Elektabilitas Gibran Semakin Kuat Meninggalkan Muhaimin & Mahfud MD,WARTAEKONOMI,news,Politik
6377,3871473,"Proyek IKN Batch 1 Capai 61,2%, Desain Interior Istana Dapat Persetujuan Jokowi",KONTAN,news,Politik
6378,3871474,Prabowo Janji akan Memberantas Korupsi Sampai ke Akarnya,KONTAN,news,Politik
6379,3871475,"Di Debat Perdana Capres, Prabowo Puji Jokowi Paling Sering ke Papua",KONTAN,news,Politik
6380,3871476,"Ada Perubahan Tahun Dasar Perhitungan, Ekonom Perkirakan Angka Inflasi Tak Berubah",KONTAN,news,Ekonomi/Bisnis
6381,3871521,"VIDEO: Ganjar Paparkan Visi Misi, akan Sikat Korupsi dengan Keseriusan",SINDONEWS,news,Politik
6382,3871477,"Buka Debat, Anies Sindir Millenial Jadi Wapres, Ganjar Singgung Intimidasi Ketua BEM",KONTAN,news,Politik
6383,3871478,"Visi Misi Hukum, Anies: Kami Akan Tegakkan Hukum pada Siapa Saja",KONTAN,news,Politik
6384,3871479,"Antisipasi Barang Pekerja Migran Tertahan di Pelabuhan, Ini yang Dilakukan Kemenkeu",KONTAN,news,Ekonomi/Bisnis
6385,3871480,Anies Singgung Seorang Milenial Bisa Jadi Cawapres di Debat Capres Perdana,KONTAN,news,Politik
6386,3871481,"Vale Indonesia (INCO) Terbebani Anjloknya Harga Nikel, Cek Rekomendasi Sahamnya",KONTAN,news,Ekonomi/Bisnis
6387,3871482,Ini Saham Emiten Anyar Paling Anjlok Sepanjang 2023,KONTAN,news,Ekonomi/Bisnis
6388,3871483,Medco Energi (MEDC) Selesaikan Akuisisi 20% Kepemilikan 2 Blok Migas di Oman,KONTAN,news,Ekonomi/Bisnis
6389,3871484,Begini Kinerja Saham yang Berada di Pusaran Politik Jelang Pemilu,KONTAN,news,Politik
6390,3871485,Harga Saham ANTM Masih akan Tumbuh Menutup Tahun,KONTAN,news,Ekonomi/Bisnis
6391,3871486,"Usai Melejit 82,73%, Begini Rekomendasi Saham Pilihan dari Sektor Infrastruktur",KONTAN,news,Ekonomi/Bisnis
6392,3871487,Aturan TKDN Kendaraan Listrik Resmi Mundur,KONTAN,news,Lingkungan
6393,3871488,SGER Gandeng Anak Usaha PLN Garap Pengembangan & Pengelolaan Biomassa,KONTAN,news,Ekonomi/Bisnis
6394,3871489,"Cakra Buana Resources (CBRE) Targetkan Volume Muatan Capai 1,2 Juta Ton Tahun Depan",KONTAN,news,Ekonomi/Bisnis
6395,3871490,Pelaku Usaha Menanti Detail Kebijakan Mitra Instansi Pengelola (MIP) Batubara,KONTAN,news,Ekonomi/Bisnis
6396,3871491,"Stocks, Gold Rise as Dollar Eases Ahead of U.S. Inflation Data",KONTAN,news,Ekonomi/Bisnis
6397,3871492,Ganjar Pranowo Ingin Sat Set Perhatikan Nasib Guru Indonesia,SINDONEWS,news,Politik
6398,3871493,"Anak Mahfud MD Ungkap Persiapan Ayahnya Hadapi Debat Pilpres 2024, Andalkan Doa dan Amalan Khusus",SINDONEWS,news,Politik
6399,3871494,Anies Sebut Hukum Alat untuk Capai Tujuan Bernegara bukan Pribadi Penguasa,SINDONEWS,news,Politik
6400,3871517,"Kabin Terinspirasi Airbus A380, Gelly Luncurkan LEVC L380",SINDONEWS,news,Ekonomi/Bisnis
6401,3871495,"Pesan Mahfud MD ke Putranya: Tak Usah Memburu Jabatan, Ikuti Kompetisi secara Fair",SINDONEWS,news,Politik
6402,3871496,Pesan Plt Ketum PPP Mardiono kepada Ganjar-Mahfud: Majukan Bangsa Indonesia,SINDONEWS,news,Politik
6403,3871497,"Nobar Debat Pilpres 2024, TPN Ganjar-Mahfud Teriakkan Yel-yel hingga Nyanyi Indonesia Raya",SINDONEWS,news,Politik
6404,3871498,Anak Mahfud MD Ungkap Ayahnya Sangat Happy Hadapi Debat Pilpres 2024,SINDONEWS,news,Politik
6405,3871499,Anies-Cak Imin Kompak Pakai Jas Gelap dengan Pin AMIN saat Debat Perdana Capres 2024,SINDONEWS,news,Politik
6406,3871500,"Ganjar-Mahfud Kompak Kenakan Baju Sat-set, Tas-tes saat Debat Pertama di KPU",SINDONEWS,news,Politik
6407,3871501,Ini Tokoh-tokoh yang Mendampingi Ganjar-Mahfud di Debat Pilpres 2024,SINDONEWS,news,Politik
6408,3871502,"Sebelum Debat Pilpres 2024, Ganjar-Mahfud Kompak Tos Salam 3 Jari",SINDONEWS,news,Politik
6409,3871503,"Debat Capres 2024, HT Dampingi Ganjar-Mahfud MD ke KPU",SINDONEWS,news,Politik
6410,3871504,"Luncurkan Program Bestie, MNC Life Tawarkan Komisi Produk Asuransi 10%",SINDONEWS,news,Ekonomi/Bisnis
6411,3871505,"Harga Daging Babi Anjlok, Pertanda Buruk Ekonomi China",SINDONEWS,news,Ekonomi/Bisnis
6412,3871506,Oposisi Israel: Netanyahu Kehilangan Kepercayaan Publik,SINDONEWS,news,Politik
6413,3871507,Israel Mengaku Punya Bom yang Mengandung Fosfor Putih,SINDONEWS,news,Lingkungan
6414,3871508,Erik ten Hag Yakin Manchester United Bertahan di Liga Champions,SINDONEWS,news,Olahraga
6415,3871509,Greg Nwokolo Pertimbangkan Pensiun Gara-gara Sering Jadi Penghangat Bangku Cadangan Arema FC,SINDONEWS,news,Olahraga
6416,3871510,Tips Memilih Pemimpin yang Tepat di Pemilu 2024,SINDONEWS,news,Politik
6417,3871511,"Debat Perdana Pilpres 2024, Ganjar Tawarkan Program Satu Desa Satu Puskesmas di Seluruh Indonesia",SINDONEWS,news,Politik
6418,3871512,Wajah Mayang Jadi Bahan Gunjingan Netizen Gara-Gara Ini,SINDONEWS,news,Hiburan
6419,3871513,Putri Ariani dan Dewi Gita Meriahkan Debat Perdana Pilpres 2024,SINDONEWS,news,Politik
6420,3871514,"5 Khasiat Makan Bayam Setiap Hari, Bisa Cegah Osteoporosis",SINDONEWS,news,Kesehatan
6421,3871515,8 Anime Ongoing dan Baru dari Manga yang Sudah Tamat,SINDONEWS,news,Hiburan
6422,3871516,"Supercar Listrik China Tantang Rimac Nevera, Ini Spesifikasi YangWang U9",SINDONEWS,news,Teknologi
6423,3910388,BJBR,IDXCHANNEL,news,Politik
6424,3871519,"Ilmuwan Ciptakan Komputer Brainoware, Gabungkan Otak Manusia dan Teknologi Canggih",SINDONEWS,news,Teknologi
6425,3871520,"Kasus Medis Aneh, Janin Bayi Hidup di Dalam Usus Wanita Ini",SINDONEWS,news,Kesehatan
6426,3871523,"SINDOgrafis: 5 Pahlawan Nasional yang Piawai Berdebat, Bung Karno hingga Tan Malaka",SINDONEWS,news,Politik
6427,3871524,"Prabowo Jawab Anies Soal Putusan MK : Tak Suka, Tak Usah Pilih Kami",CNN,news,Politik
6428,3871525,Prabowo soal Putusan Usia Cawapres di MK: yang Intervensi Siapa?,CNN,news,Politik
6429,3871526,Anies Balas Serangan di Debat: Pak Prabowo Tidak Tahan Jadi Oposisi,CNN,news,Politik
6430,3871527,"Prabowo ke Anies: Jika Demokrasi Tak Jalan, Tak Mungkin Jadi Gubernur",CNN,news,Politik
6431,3871528,"Debat Capres, Anies Singgung soal Ketidakpercayaan Rakyat ke Demokrasi",CNN,news,Politik
6432,3871529,Anies Janji Revisi UU KPK Agar Kembali Kuat Berantas Korupsi,CNN,news,Politik
6433,3871530,Ganjar Kutip Data ICW: Negara Rugi Rp230 T dalam 10 Tahun Terakhir,CNN,news,Ekonomi/Bisnis
6434,3871531,Cek Fakta: Debat Capres Pertama Pemilu 2024,CNN,news,Politik
6435,3871532,Anies Mau Buat Hotline Paris untuk Pelayanan Pengacara Gratis ke Warga,CNN,news,Politik
6436,3871533,Ganjar Ingatkan Pemerintah Tidak Boleh Baper Dikritik Masyarakat,CNN,news,Politik
6437,3871534,Prabowo dan Ganjar Saling Sindir soal Pupuk Langka untuk Petani,CNN,news,Politik
6438,3871535,Anies Pamer Jadi Gubernur DKI Terbanyak Terbitkan Izin Rumah Ibadah,CNN,news,Politik
6439,3871536,Prabowo ke Anies Soal Konflik Papua: Tak Sederhana dan Tak Gampang,CNN,news,Politik
6440,3871537,Prabowo Setuju dengan Anies dan Ganjar Soal Masalah Papua,CNN,news,Politik
6441,3871538,Pernyataan Lengkap Visi Misi Ganjar di Debat Pertama Capres 2024,CNN,news,Politik
6442,3871584,"Janji Anies, Rampas Aset Koruptor & Miskinkan!",CNBC,news,Politik
6443,3871539,Prabowo Akui Masalah HAM di Papua Rumit: Campur Tangan Asing,CNN,news,Politik
6444,3871540,Pernyataan Lengkap Visi Misi Prabowo di Debat Pertama Capres 2024,CNN,news,Politik
6445,3871541,Prabowo Janji Perbaiki Kekurangan dan Berantas Korupsi Sampai Akar,CNN,news,Politik
6446,3871542,"Anies Bawa Ayah Korban Pilpres 2019: Protes Pemilu, Tiada Kejelasan",CNN,news,Politik
6447,3871543,Pernyataan Lengkap Visi-Misi Anies di Debat Pertama Capres 2024,CNN,news,Politik
6448,3871544,"Debat Capres Pertama, Ganjar Janji Sikat Korupsi Tanpa Kata-kata",CNN,news,Politik
6449,3871545,Anies Sentil Penegakkan Hukum: Ini Bukan Negara Kekuasaan,CNN,news,Politik
6450,3871546,"Anies Ungkap Ada Milenial Jadi Cawapres, Namun Lainnya Termarjinalkan",CNN,news,Politik
6451,3871547,Budiman Beberkan Langkah Capres Prabowo Selesaikan Kasus HAM Berat,CNN,news,Politik
6452,3871548,Anies: Banyak Aturan Ditekuk Sesuai Kepentingan Kekuasaan,CNN,news,Politik
6453,3871549,Ketua KPU: Debat Capres Sarana Yakinkan Pemilih,CNN,news,Politik
6454,3871550,Hasto PDIP Sebut Undecided Voters Akan Jadi Penentu di Pilpres 2024,CNN,news,Politik
6455,3871551,Hasto Buka Suara soal PDIP Disalip Gerindra di Survei Litbang Kompas,CNN,news,Politik
6456,3871552,"Jokowi Akan Temui PM Kishida di Jepang, Bahas Apa?",CNN,news,Politik
6457,3871553,"Ka'bah Ditutup Sementara karena Pemeliharaan, Jemaah Tak Bisa Sentuh",CNN,news,Agama
6458,3871554,"China Gertak Jepang Tantang Perang, Gegara Apa?",CNN,news,Politik
6459,3871555,Jokowi Turunkan Target Penggunaan Komponen Lokal Kendaraan Listrik,CNN,news,Politik
6460,3871556,"Mendag Buka Beli Lokal 12.12, Sambut Tiktok Kembali Bersama Tokopedia",CNN,news,Ekonomi/Bisnis
6461,3871557,Ofisial Red Sparks: Megawati dan Gia Begitu Kompak,CNN,news,Politik
6462,3871558,"Bolos Rapat karena Tonton Ronaldo, Gubernur Jepang Didesak Mundur",CNN,news,Politik
6463,3872082,"Debat perdana, Ganjar-Mahfud pamer baju senada",ANTARANEWS,ANTARA News,Politik
6464,3871559,BWF World Tour Finals: Jonatan Perkasa di Rekor Pertemuan,CNN,news,Olahraga
6465,3871560,Rekor Duel Ronaldo vs Messi: Siapa Lebih Unggul?,CNN,news,Olahraga
6466,3871561,Ofisial Red Sparks: Megawati dan Gia Begitu Kompak,CNN,news,Politik
6467,3871562,Chris Rock dan Banyak Komedian Ogah Jadi Host Golden Globe 2024,CNN,news,Hiburan
6468,3871563,Psikiater Sebut Caleg Tak Punya Tujuan Jelas Berisiko Gangguan Mental,CNN,news,Politik
6469,3871564,Ini Makna Busana Capres-Cawapres di Debat Perdana Pilpres 2024,CNN,news,Politik
6470,3871565,Daftar Kosmetik Ilegal dengan Bahan Berbahaya Hasil Temuan BPOM,CNN,news,Kesehatan
6471,3871566,"Banyak Tarif Naik Tahun Depan, Liburan ke Paris Jadi Makin Mahal",CNN,news,Ekonomi/Bisnis
6472,3871567,"Prabowo Tanya Soal Pengangguran, Ini Jawaban Ganjar!",CNBC,news,Politik
6473,3871568,Prabowo Soal Kasus Etika MK: Kita Bukan Anak Kecil Mas Anies!,CNBC,news,Politik
6474,3871569,"Prabowo: Kalau Rakyat Tak Suka Prabowo-Gibran, Jangan Pilih!",CNBC,news,Politik
6475,3871570,Anies ke Prabowo: Fenomena Ordal Menyebalkan!,CNBC,news,Politik
6476,3871571,Debat Keras Anies-Prabowo Soal Putusan MK Batas Usia Cawapres,CNBC,news,Politik
6477,3871572,"Ganjar Gak Enak Hati, Prabowo-Anies Saling Serang Soal Parpol",CNBC,news,Politik
6478,3871573,"Prabowo Subianto: Mas Anies, Sorry yeee!",CNBC,news,Politik
6479,3871574,"Prabowo Soal MK: Mas Ganjar, Kita Tahu Siapa Intervensi Siapa",CNBC,news,Politik
6480,3871575,"Biar Hakim Cs Tak Gampang Disogok, Ini Strategi Prabowo",CNBC,news,Politik
6481,3871576,"Video: Sulit Capai Target, Penjualan Mobil 2023 Kurang Greget",CNBC,news,Ekonomi/Bisnis
6482,3871577,Anies Ungkap Bakal Reform Biaya Politik dari Parpol,CNBC,news,Politik
6483,3871578,"Prabowo Serang Anies: Jokowi Diktator, Anda Tak Jadi Gubernur",CNBC,news,Politik
